"sample_id","file","fh_null_mean_mse","fh_full_mean_mse","bhf_mean_mse","fh_null_ok","fh_full_ok","bhf_ok","bhf_dropped_predictors","error_msg"
"sample_187","../../data_raw/samples/transformed/sample_187.RDS",0.7836288429632,0.249511386311028,0.364312054074421,TRUE,TRUE,TRUE,"",NA
"sample_188","../../data_raw/samples/transformed/sample_188.RDS",0.895100809334282,0.493714497002627,0.414895314389729,TRUE,TRUE,TRUE,"",NA
"sample_189","../../data_raw/samples/transformed/sample_189.RDS",0.794596503745263,0.318251932101111,0.381629892631054,TRUE,TRUE,TRUE,"",NA
"sample_190","../../data_raw/samples/transformed/sample_190.RDS",0.841581279315034,0.43041312221994,0.410549946297272,TRUE,TRUE,TRUE,"",NA
"sample_191","../../data_raw/samples/transformed/sample_191.RDS",0.832591604826823,0.539205070306124,0.416661411003985,TRUE,TRUE,TRUE,"",NA
"sample_192","../../data_raw/samples/transformed/sample_192.RDS",0.857154223749837,0.501519095449076,0.416679820540433,TRUE,TRUE,TRUE,"",NA
"sample_193","../../data_raw/samples/transformed/sample_193.RDS",0.877328672996329,0.304057191089321,0.418833759576079,TRUE,TRUE,TRUE,"",NA
"sample_194","../../data_raw/samples/transformed/sample_194.RDS",0.829773968208192,0.312726713869076,0.374392987195204,TRUE,TRUE,TRUE,"",NA
"sample_195","../../data_raw/samples/transformed/sample_195.RDS",0.850874649725531,0.336255660320815,0.372580192078899,TRUE,TRUE,TRUE,"",NA
"sample_196","../../data_raw/samples/transformed/sample_196.RDS",0.727167677134106,0.329041088291393,0.363398331745827,TRUE,TRUE,TRUE,"",NA
"sample_197","../../data_raw/samples/transformed/sample_197.RDS",0.835242075613223,0.376651115504116,0.364195083009631,TRUE,TRUE,TRUE,"",NA
"sample_198","../../data_raw/samples/transformed/sample_198.RDS",0.828525937437268,0.366668034903975,0.378131629522303,TRUE,TRUE,TRUE,"",NA
"sample_199","../../data_raw/samples/transformed/sample_199.RDS",0.874249679123098,0.502450655359034,0.383566894126271,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_200","../../data_raw/samples/transformed/sample_200.RDS",0.780338713388761,0.207592426292124,0.339481374538178,TRUE,TRUE,TRUE,"",NA
