"sample_id","file","fh_null_mean_mse","fh_full_mean_mse","bhf_mean_mse","fh_null_ok","fh_full_ok","bhf_ok","error_msg"
"sample_160","../../data_raw/samples/transformed/sample_160.RDS",0.800884171401499,0.496753617843099,0.350259054292053,TRUE,TRUE,TRUE,NA
"sample_161","../../data_raw/samples/transformed/sample_161.RDS",0.827494031970745,0.480062467341049,0.374148883622283,TRUE,TRUE,TRUE,NA
"sample_162","../../data_raw/samples/transformed/sample_162.RDS",0.845564361712478,0.242857056915792,0.257803293646604,TRUE,TRUE,TRUE,NA
"sample_163","../../data_raw/samples/transformed/sample_163.RDS",0.794175223121746,0.410387287087692,0.244619453070124,TRUE,TRUE,TRUE,NA
"sample_164","../../data_raw/samples/transformed/sample_164.RDS",0.855935578318168,0.416892182867118,0.30704234978549,TRUE,TRUE,TRUE,NA
"sample_165","../../data_raw/samples/transformed/sample_165.RDS",0.846306336001842,0.552406435831238,0.37323061392419,TRUE,TRUE,TRUE,NA
"sample_166","../../data_raw/samples/transformed/sample_166.RDS",0.875942099007522,0.590938275808555,0.353972743237778,TRUE,TRUE,TRUE,NA
"sample_167","../../data_raw/samples/transformed/sample_167.RDS",0.824891536243954,0.431755399747012,0.371748390867268,TRUE,TRUE,TRUE,NA
"sample_168","../../data_raw/samples/transformed/sample_168.RDS",0.876274113262086,0.462100280357619,0.309010660143509,TRUE,TRUE,TRUE,NA
"sample_169","../../data_raw/samples/transformed/sample_169.RDS",0.812768524453175,0.518879333180431,0.365968644275779,TRUE,TRUE,TRUE,NA
"sample_170","../../data_raw/samples/transformed/sample_170.RDS",0.81269979377907,0.262515520755285,0.311628484784453,TRUE,TRUE,TRUE,NA
"sample_171","../../data_raw/samples/transformed/sample_171.RDS",0.851155068644771,0.360549195131312,0.279897447849729,TRUE,TRUE,TRUE,NA
"sample_172","../../data_raw/samples/transformed/sample_172.RDS",0.759511048817722,0.211018299468673,0.369030037843884,TRUE,TRUE,TRUE,NA
"sample_173","../../data_raw/samples/transformed/sample_173.RDS",0.863572344872088,0.542433466834732,0.305311018134976,TRUE,TRUE,TRUE,NA
"sample_174","../../data_raw/samples/transformed/sample_174.RDS",0.883815112572923,0.434950586808977,0.318280880767978,TRUE,TRUE,TRUE,NA
"sample_175","../../data_raw/samples/transformed/sample_175.RDS",0.78866350378005,0.282858739332976,0.310629166374383,TRUE,TRUE,TRUE,NA
"sample_176","../../data_raw/samples/transformed/sample_176.RDS",0.833998195467158,0.367326936498819,0.332208267772926,TRUE,TRUE,TRUE,NA
"sample_177","../../data_raw/samples/transformed/sample_177.RDS",0.803285889570581,0.29263076990815,0.307356073163568,TRUE,TRUE,TRUE,NA
"sample_178","../../data_raw/samples/transformed/sample_178.RDS",0.816651214399694,0.446503176515769,0.274923333002943,TRUE,TRUE,TRUE,NA
"sample_179","../../data_raw/samples/transformed/sample_179.RDS",0.846906094744526,0.348261336237747,NA,TRUE,TRUE,FALSE,"BHF failed: Singularität in backsolve auf Stufe 0, Block 1"
"sample_180","../../data_raw/samples/transformed/sample_180.RDS",0.849429902947903,0.479158448586246,0.313720928249944,TRUE,TRUE,TRUE,NA
"sample_181","../../data_raw/samples/transformed/sample_181.RDS",0.82438979238918,0.416956200784702,0.317684493590451,TRUE,TRUE,TRUE,NA
"sample_182","../../data_raw/samples/transformed/sample_182.RDS",0.782332605924668,0.498037693229697,0.315751513070589,TRUE,TRUE,TRUE,NA
"sample_183","../../data_raw/samples/transformed/sample_183.RDS",0.872726165415975,0.329554559307256,NA,TRUE,TRUE,FALSE,"BHF failed: Singularität in backsolve auf Stufe 0, Block 1"
"sample_184","../../data_raw/samples/transformed/sample_184.RDS",0.825415125523223,0.472386836427584,0.327328727006214,TRUE,TRUE,TRUE,NA
"sample_185","../../data_raw/samples/transformed/sample_185.RDS",0.802238533462199,0.49981501480065,0.369413932247819,TRUE,TRUE,TRUE,NA
"sample_186","../../data_raw/samples/transformed/sample_186.RDS",0.794015826778724,0.536266636114262,0.3303819374318,TRUE,TRUE,TRUE,NA
"sample_187","../../data_raw/samples/transformed/sample_187.RDS",0.784172573120933,0.292493201027596,0.280547946408333,TRUE,TRUE,TRUE,NA
"sample_188","../../data_raw/samples/transformed/sample_188.RDS",0.895945083144634,0.546748848177023,0.328191303174469,TRUE,TRUE,TRUE,NA
"sample_189","../../data_raw/samples/transformed/sample_189.RDS",0.795251673168806,0.386009243671186,0.349801185786544,TRUE,TRUE,TRUE,NA
