"sample_id","file","fh_null_mean_mse","fh_full_mean_mse","bhf_mean_mse","fh_null_ok","fh_full_ok","bhf_ok","error_msg"
"sample_190","../../data_raw/samples/transformed/sample_190.RDS",0.84229799216939,0.470496201575247,0.340218840234485,TRUE,TRUE,TRUE,NA
"sample_191","../../data_raw/samples/transformed/sample_191.RDS",0.833434722670321,0.555620305630355,0.362308840914427,TRUE,TRUE,TRUE,NA
"sample_192","../../data_raw/samples/transformed/sample_192.RDS",0.857916786112148,0.534347151735281,0.36892498161974,TRUE,TRUE,TRUE,NA
"sample_193","../../data_raw/samples/transformed/sample_193.RDS",0.878131171757513,0.347609477623999,0.354757121863674,TRUE,TRUE,TRUE,NA
"sample_194","../../data_raw/samples/transformed/sample_194.RDS",0.830413828356473,0.378341495904904,0.331727470759153,TRUE,TRUE,TRUE,NA
"sample_195","../../data_raw/samples/transformed/sample_195.RDS",0.851514137145785,0.400089696810254,0.318583267180491,TRUE,TRUE,TRUE,NA
"sample_196","../../data_raw/samples/transformed/sample_196.RDS",0.727405833009213,0.375922780171434,0.321815872044308,TRUE,TRUE,TRUE,NA
"sample_197","../../data_raw/samples/transformed/sample_197.RDS",0.835952468709044,0.437075735446241,0.293969953717874,TRUE,TRUE,TRUE,NA
"sample_198","../../data_raw/samples/transformed/sample_198.RDS",0.829252547713971,0.366777763866606,0.343555492650228,TRUE,TRUE,TRUE,NA
"sample_199","../../data_raw/samples/transformed/sample_199.RDS",0.875132721334001,0.540625153304293,NA,TRUE,TRUE,FALSE,"BHF failed: Singularität in backsolve auf Stufe 0, Block 1"
"sample_200","../../data_raw/samples/transformed/sample_200.RDS",0.780861734110837,0.202261030014717,0.289342567626768,TRUE,TRUE,TRUE,NA
