"sample_id","file","fh_null_mean_mse","fh_full_mean_mse","bhf_mean_mse","fh_null_ok","fh_full_ok","bhf_ok","bhf_dropped_predictors","error_msg"
"sample_117","../../data_raw/samples/transformed-2/sample_117.RDS",0.826282449612548,0.472924767959064,0.329921716895768,TRUE,TRUE,TRUE,"",NA
"sample_118","../../data_raw/samples/transformed-2/sample_118.RDS",0.839630502480053,0.474699028564971,0.316559908657139,TRUE,TRUE,TRUE,"",NA
"sample_119","../../data_raw/samples/transformed-2/sample_119.RDS",0.794910889763155,0.363501348682186,0.254871420492983,TRUE,TRUE,TRUE,"",NA
"sample_120","../../data_raw/samples/transformed-2/sample_120.RDS",0.831203361041628,0.397943376377563,0.301980291719078,TRUE,TRUE,TRUE,"",NA
"sample_121","../../data_raw/samples/transformed-2/sample_121.RDS",0.836579686853351,0.173298212881256,0.301469669220857,TRUE,TRUE,TRUE,"",NA
"sample_122","../../data_raw/samples/transformed-2/sample_122.RDS",0.856904357623407,0.446855527633324,0.344244648865505,TRUE,TRUE,TRUE,"",NA
"sample_123","../../data_raw/samples/transformed-2/sample_123.RDS",0.85065901356212,0.388712527988447,0.297394558144905,TRUE,TRUE,TRUE,"",NA
"sample_124","../../data_raw/samples/transformed-2/sample_124.RDS",0.862164898341626,0.414744089210467,0.325058270793484,TRUE,TRUE,TRUE,"",NA
"sample_125","../../data_raw/samples/transformed-2/sample_125.RDS",0.88841148060605,0.484270757022107,0.361906671909783,TRUE,TRUE,TRUE,"",NA
"sample_126","../../data_raw/samples/transformed-2/sample_126.RDS",0.849910293149242,0.442231314045261,0.274538930292867,TRUE,TRUE,TRUE,"",NA
"sample_127","../../data_raw/samples/transformed-2/sample_127.RDS",0.825511356423747,0.379173874800693,0.363131028100312,TRUE,TRUE,TRUE,"",NA
"sample_128","../../data_raw/samples/transformed-2/sample_128.RDS",0.88944596092165,0.40502279653622,0.299853747043786,TRUE,TRUE,TRUE,"",NA
"sample_129","../../data_raw/samples/transformed-2/sample_129.RDS",0.755102348493043,0.262184642120223,0.295093604720394,TRUE,TRUE,TRUE,"",NA
"sample_130","../../data_raw/samples/transformed-2/sample_130.RDS",0.844789118791598,0.435457491082336,0.277896895956441,TRUE,TRUE,TRUE,"",NA
"sample_131","../../data_raw/samples/transformed-2/sample_131.RDS",0.796574044943217,0.250586454707518,0.321024134217802,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_132","../../data_raw/samples/transformed-2/sample_132.RDS",0.83606125132572,0.468291667771752,0.299308074954759,TRUE,TRUE,TRUE,"",NA
"sample_133","../../data_raw/samples/transformed-2/sample_133.RDS",0.83953171063815,0.336190307359791,0.296551191894009,TRUE,TRUE,TRUE,"",NA
"sample_134","../../data_raw/samples/transformed-2/sample_134.RDS",0.84502967976114,0.465347586646661,0.260815112630427,TRUE,TRUE,TRUE,"",NA
"sample_135","../../data_raw/samples/transformed-2/sample_135.RDS",0.852940671534924,0.43167342759007,0.326417813423439,TRUE,TRUE,TRUE,"",NA
"sample_136","../../data_raw/samples/transformed-2/sample_136.RDS",0.876204153237735,0.352986671103848,0.329976707206139,TRUE,TRUE,TRUE,"",NA
"sample_137","../../data_raw/samples/transformed-2/sample_137.RDS",0.801823767136937,0.294432606779979,0.208790896421108,TRUE,TRUE,TRUE,"",NA
"sample_138","../../data_raw/samples/transformed-2/sample_138.RDS",0.843809604768312,0.285047015078591,0.303264737022531,TRUE,TRUE,TRUE,"",NA
"sample_139","../../data_raw/samples/transformed-2/sample_139.RDS",0.839390546868084,0.461606307330787,0.288864014950874,TRUE,TRUE,TRUE,"",NA
"sample_140","../../data_raw/samples/transformed-2/sample_140.RDS",0.810455873321087,0.49467903970186,0.255181788069769,TRUE,TRUE,TRUE,"",NA
"sample_141","../../data_raw/samples/transformed-2/sample_141.RDS",0.826023123480555,0.394046059549336,0.329655522099433,TRUE,TRUE,TRUE,"",NA
"sample_142","../../data_raw/samples/transformed-2/sample_142.RDS",0.84889989627602,0.437563853426962,0.338710020655828,TRUE,TRUE,TRUE,"",NA
"sample_143","../../data_raw/samples/transformed-2/sample_143.RDS",0.889614411421573,0.615946213225607,0.345998604994155,TRUE,TRUE,TRUE,"",NA
"sample_144","../../data_raw/samples/transformed-2/sample_144.RDS",0.835614581363007,0.156666853298579,0.324030675972719,TRUE,TRUE,TRUE,"",NA
"sample_145","../../data_raw/samples/transformed-2/sample_145.RDS",0.819903238825581,0.285273447365518,0.254032256069479,TRUE,TRUE,TRUE,"",NA
"sample_146","../../data_raw/samples/transformed-2/sample_146.RDS",0.800032364722399,0.379566822691858,0.297557179525358,TRUE,TRUE,TRUE,"",NA
"sample_147","../../data_raw/samples/transformed-2/sample_147.RDS",0.822694085227546,0.37681627551166,0.301865451093419,TRUE,TRUE,TRUE,"",NA
"sample_148","../../data_raw/samples/transformed-2/sample_148.RDS",0.840595756478753,0.403345831265081,0.363865232040313,TRUE,TRUE,TRUE,"",NA
"sample_149","../../data_raw/samples/transformed-2/sample_149.RDS",0.813093835401722,0.351057704224605,0.318945781850999,TRUE,TRUE,TRUE,"",NA
"sample_150","../../data_raw/samples/transformed-2/sample_150.RDS",0.809112634077368,0.506249627609675,0.363735293411372,TRUE,TRUE,TRUE,"",NA
"sample_151","../../data_raw/samples/transformed-2/sample_151.RDS",0.802546071171439,0.36983022185911,0.265293963429126,TRUE,TRUE,TRUE,"",NA
"sample_152","../../data_raw/samples/transformed-2/sample_152.RDS",0.864160451814095,0.51349988807572,0.341759444097786,TRUE,TRUE,TRUE,"",NA
"sample_153","../../data_raw/samples/transformed-2/sample_153.RDS",0.860730087477109,0.340327832881974,0.366140029216688,TRUE,TRUE,TRUE,"",NA
"sample_154","../../data_raw/samples/transformed-2/sample_154.RDS",0.801316369446916,0.257650417720353,0.287396784894471,TRUE,TRUE,TRUE,"",NA
"sample_155","../../data_raw/samples/transformed-2/sample_155.RDS",0.76877497904525,0.407470773802477,0.281515919578099,TRUE,TRUE,TRUE,"",NA
"sample_156","../../data_raw/samples/transformed-2/sample_156.RDS",0.865907865834023,0.433606562176417,0.362879939012603,TRUE,TRUE,TRUE,"",NA
